300 36300
0 1 692
0 4 745
0 6 954
0 11 611
0 17 906
0 21 981
0 23 479
0 24 984
0 26 863
0 27 517
0 32 798
0 33 238
0 34 190
0 39 315
0 40 456
0 42 813
0 43 368
0 46 431
0 47 5
0 51 774
0 54 525
0 55 818
0 57 880
0 58 685
0 61 212
0 62 902
0 69 813
0 73 549
0 76 226
0 77 143
0 81 730
0 82 558
0 83 29
0 84 943
0 85 434
0 96 802
0 97 866
0 99 361
0 100 818
0 102 291
0 104 56
0 109 217
0 110 657
0 111 589
0 116 847
0 117 990
0 119 151
0 121 579
0 123 475
0 124 953
0 125 313
0 128 845
0 130 36
0 132 671
0 134 437
0 135 221
0 136 588
0 139 476
0 143 107
0 145 306
0 147 162
0 152 289
0 155 302
0 158 486
0 159 830
0 160 238
0 161 97
0 164 470
0 167 549
0 168 334
0 169 762
0 174 551
0 180 391
0 181 929
0 182 488
0 183 605
0 185 78
0 187 191
0 189 372
0 190 614
0 192 854
0 193 87
0 195 411
0 196 834
0 198 579
0 204 245
0 206 24
0 208 549
0 211 994
0 213 803
0 221 124
0 223 520
0 225 603
0 229 40
0 233 79
0 235 208
0 238 133
0 239 876
0 242 446
0 244 568
0 245 595
0 246 120
0 247 192
0 248 709
0 249 911
0 250 402
0 253 485
0 256 489
0 260 985
0 262 214
0 266 377
0 267 323
0 268 258
0 269 0
0 271 292
0 272 45
0 273 692
0 274 330
0 277 999
0 279 123
0 283 24
0 287 770
0 288 922
0 289 331
0 292 983
0 293 323
0 295 960
0 296 619
0 299 26
1 6 703
1 7 394
1 9 832
1 15 823
1 16 920
1 19 679
1 23 779
1 29 71
1 32 476
1 33 960
1 34 712
1 36 18
1 37 783
1 40 504
1 42 904
1 45 202
1 52 983
1 55 819
1 57 782
1 59 356
1 60 5
1 70 138
1 71 770
1 78 457
1 81 363
1 82 782
1 87 931
1 88 994
1 91 717
1 92 913
1 95 518
1 99 180
1 101 76
1 103 409
1 104 25
1 109 410
1 111 927
1 113 761
1 114 884
1 115 401
1 116 668
1 117 419
1 118 129
1 120 114
1 121 643
1 125 616
1 127 480
1 129 565
1 133 916
1 134 811
1 136 895
1 137 795
1 139 486
1 142 246
1 143 197
1 144 233
1 146 494
1 149 307
1 150 601
1 152 724
1 153 700
1 154 944
1 161 141
1 162 697
1 167 548
1 168 880
1 177 775
1 179 93
1 180 398
1 183 744
1 186 780
1 187 992
1 188 627
1 191 403
1 197 891
1 200 713
1 202 998
1 207 815
1 208 290
1 211 128
1 213 494
1 214 455
1 215 324
1 221 271
1 222 792
1 223 948
1 226 44
1 228 193
1 229 900
1 230 805
1 233 143
1 237 893
1 243 773
1 246 147
1 247 784
1 249 260
1 252 649
1 253 675
1 255 885
1 256 592
1 257 239
1 259 577
1 260 47
1 264 962
1 265 249
1 266 324
1 268 138
1 269 383
1 270 390
1 271 393
1 272 140
1 274 479
1 276 776
1 278 222
1 279 808
1 282 219
1 283 880
1 285 934
1 287 526
1 288 4
1 297 709
1 299 13
2 0 298
2 2 739
2 4 526
2 5 200
2 9 635
2 14 178
2 15 0
2 19 242
2 22 805
2 23 205
2 30 968
2 32 88
2 34 447
2 36 307
2 39 357
2 43 819
2 44 559
2 48 855
2 49 982
2 50 187
2 55 860
2 56 401
2 58 417
2 60 109
2 62 377
2 63 25
2 65 751
2 70 239
2 71 716
2 72 220
2 75 975
2 77 788
2 81 248
2 82 933
2 83 858
2 92 921
2 98 700
2 103 210
2 107 649
2 109 207
2 112 857
2 116 84
2 118 260
2 119 425
2 121 184
2 124 107
2 127 806
2 128 249
2 129 573
2 130 520
2 131 182
2 132 475
2 134 998
2 136 623
2 137 831
2 158 970
2 161 83
2 165 119
2 166 533
2 167 462
2 170 945
2 172 751
2 178 353
2 181 694
2 182 631
2 186 123
2 187 872
2 189 181
2 192 575
2 193 270
2 196 850
2 198 839
2 203 425
2 213 720
2 215 248
2 221 126
2 222 161
2 223 159
2 224 916
2 226 415
2 228 682
2 232 66
2 236 146
2 238 970
2 240 250
2 242 535
2 244 869
2 248 305
2 250 964
2 252 114
2 253 751
2 257 822
2 262 554
2 264 220
2 266 722
2 270 18
2 272 862
2 278 134
2 281 468
2 285 877
2 288 60
2 289 703
2 290 961
2 292 660
2 297 619
2 299 983
3 1 827
3 2 369
3 3 388
3 5 867
3 7 860
3 16 668
3 18 210
3 19 226
3 20 528
3 21 94
3 24 870
3 28 557
3 29 151
3 30 215
3 32 83
3 34 437
3 35 725
3 37 418
3 38 425
3 42 797
3 43 265
3 46 976
3 48 576
3 58 110
3 59 368
3 61 943
3 65 937
3 68 907
3 69 461
3 71 141
3 76 271
3 81 212
3 82 40
3 84 535
3 87 157
3 91 132
3 92 386
3 93 856
3 96 250
3 98 895
3 101 667
3 104 947
3 105 323
3 107 151
3 108 828
3 110 758
3 112 826
3 113 324
3 116 927
3 121 330
3 122 851
3 123 541
3 128 32
3 131 116
3 133 854
3 140 55
3 141 930
3 142 953
3 144 636
3 145 429
3 150 108
3 151 987
3 152 105
3 156 608
3 157 28
3 161 32
3 162 19
3 164 144
3 168 444
3 174 423
3 175 312
3 176 371
3 181 954
3 183 164
3 184 614
3 185 289
3 190 990
3 191 867
3 193 771
3 201 569
3 202 878
3 203 182
3 204 283
3 210 59
3 217 964
3 222 925
3 225 211
3 226 378
3 227 298
3 229 603
3 234 389
3 239 263
3 240 677
3 241 358
3 242 482
3 246 929
3 249 834
3 251 539
3 254 499
3 255 956
3 258 676
3 261 169
3 263 716
3 264 451
3 268 260
3 271 781
3 274 710
3 278 502
3 279 642
3 281 340
3 282 388
3 288 519
3 292 50
3 294 910
3 296 234
4 1 528
4 4 750
4 5 39
4 13 15
4 15 46
4 16 624
4 17 283
4 19 766
4 20 685
4 21 358
4 33 974
4 34 941
4 38 988
4 41 62
4 42 143
4 44 481
4 46 320
4 47 920
4 48 727
4 49 173
4 50 164
4 51 136
4 52 725
4 53 784
4 55 306
4 57 49
4 59 648
4 60 418
4 62 35
4 63 616
4 66 510
4 68 449
4 69 499
4 71 374
4 72 74
4 77 301
4 79 814
4 86 451
4 91 603
4 92 295
4 96 460
4 97 376
4 100 111
4 101 820
4 102 908
4 103 464
4 104 664
4 106 671
4 107 805
4 110 498
4 111 606
4 113 142
4 114 564
4 115 244
4 116 311
4 117 718
4 118 573
4 119 139
4 124 125
4 126 608
4 128 668
4 133 100
4 137 373
4 138 727
4 139 628
4 140 124
4 141 98
4 144 439
4 145 106
4 146 821
4 147 829
4 149 185
4 150 458
4 152 747
4 153 542
4 156 489
4 163 303
4 165 630
4 170 404
4 172 195
4 173 973
4 175 383
4 177 94
4 178 941
4 179 255
4 181 208
4 183 985
4 184 568
4 192 744
4 193 256
4 196 486
4 198 501
4 199 100
4 201 889
4 202 285
4 210 304
4 211 274
4 227 518
4 228 420
4 229 230
4 232 549
4 233 736
4 235 22
4 237 503
4 240 696
4 243 765
4 247 732
4 248 659
4 250 619
4 251 269
4 253 112
4 255 519
4 257 647
4 263 880
4 264 333
4 269 230
4 271 744
4 274 859
4 277 368
4 280 241
4 282 420
4 284 627
4 285 801
4 286 214
4 294 489
4 295 983
5 1 441
5 3 808
5 5 449
5 8 562
5 11 158
5 14 64
5 17 435
5 28 156
5 29 133
5 30 379
5 44 738
5 46 602
5 51 955
5 52 797
5 56 216
5 57 611
5 59 918
5 64 100
5 65 341
5 68 940
5 70 419
5 72 105
5 80 359
5 81 624
5 85 927
5 86 358
5 89 50
5 90 721
5 91 130
5 93 43
5 95 982
5 98 781
5 100 562
5 101 494
5 103 958
5 106 673
5 109 156
5 112 881
5 114 873
5 115 393
5 121 466
5 124 453
5 125 275
5 126 521
5 127 598
5 128 826
5 130 631
5 131 637
5 132 302
5 133 667
5 135 648
5 138 347
5 142 346
5 146 313
5 150 491
5 152 945
5 154 819
5 156 264
5 157 809
5 166 926
5 170 763
5 171 961
5 175 989
5 176 822
5 177 107
5 178 314
5 179 504
5 180 418
5 183 527
5 184 141
5 189 879
5 190 843
5 197 296
5 198 121
5 202 374
5 204 877
5 207 456
5 213 587
5 218 585
5 220 542
5 222 412
5 226 741
5 227 558
5 229 843
5 230 789
5 231 26
5 232 647
5 234 669
5 237 881
5 239 386
5 240 373
5 243 360
5 244 746
5 245 55
5 246 449
5 250 661
5 252 720
5 253 191
5 254 571
5 262 205
5 270 857
5 274 65
5 275 449
5 278 146
5 282 90
5 283 746
5 285 201
5 295 252
5 298 223
6 1 30
6 2 214
6 3 262
6 4 38
6 5 960
6 10 839
6 13 512
6 14 363
6 19 711
6 23 223
6 24 660
6 26 385
6 27 147
6 28 370
6 29 492
6 31 828
6 35 518
6 37 958
6 40 584
6 46 91
6 49 776
6 51 718
6 52 381
6 53 811
6 56 710
6 57 301
6 58 413
6 62 588
6 63 345
6 65 493
6 67 487
6 68 955
6 69 690
6 73 16
6 74 38
6 77 300
6 79 80
6 80 972
6 82 82
6 83 682
6 84 770
6 91 704
6 94 191
6 96 916
6 99 644
6 100 981
6 101 949
6 103 96
6 104 513
6 107 147
6 108 692
6 109 652
6 111 955
6 114 731
6 118 800
6 119 433
6 123 694
6 124 212
6 125 977
6 131 923
6 132 158
6 138 523
6 144 439
6 146 38
6 152 721
6 155 593
6 156 82
6 158 927
6 161 60
6 162 799
6 163 585
6 164 512
6 170 312
6 172 494
6 178 423
6 179 234
6 182 478
6 186 861
6 188 544
6 192 214
6 194 339
6 195 465
6 201 476
6 202 597
6 204 165
6 207 353
6 210 594
6 216 729
6 219 95
6 220 233
6 224 617
6 227 279
6 230 938
6 234 998
6 236 681
6 237 913
6 240 643
6 241 252
6 242 90
6 244 727
6 247 36
6 249 669
6 250 592
6 252 817
6 253 128
6 255 843
6 260 427
6 262 437
6 270 885
6 271 362
6 272 132
6 276 337
6 277 221
6 279 684
6 281 377
6 282 831
6 284 91
6 289 767
6 291 218
6 293 549
6 294 955
6 298 645
6 299 673
7 2 19
7 7 212
7 8 371
7 9 197
7 15 740
7 16 106
7 20 289
7 21 439
7 26 38
7 32 379
7 37 212
7 41 501
7 46 956
7 47 939
7 48 920
7 49 933
7 52 676
7 57 218
7 59 997
7 60 931
7 61 852
7 64 316
7 65 434
7 66 105
7 68 851
7 69 628
7 70 220
7 72 563
7 73 731
7 77 393
7 78 751
7 81 758
7 82 22
7 83 787
7 87 671
7 88 294
7 90 104
7 91 186
7 94 719
7 98 248
7 100 62
7 102 670
7 105 900
7 110 824
7 114 711
7 115 334
7 116 326
7 118 87
7 119 10
7 122 398
7 126 307
7 127 790
7 128 536
7 133 553
7 134 568
7 136 364
7 138 327
7 139 233
7 145 91
7 152 336
7 154 711
7 156 171
7 157 106
7 163 94
7 166 469
7 177 404
7 181 345
7 183 328
7 185 529
7 188 63
7 189 588
7 192 27
7 193 579
7 197 875
7 198 867
7 202 740
7 203 39
7 204 602
7 208 975
7 215 939
7 220 727
7 224 515
7 230 17
7 231 826
7 233 323
7 234 539
7 237 570
7 240 952
7 241 471
7 242 365
7 243 509
7 244 850
7 245 318
7 246 51
7 251 371
7 254 929
7 255 370
7 256 579
7 257 936
7 259 36
7 261 132
7 267 912
7 268 533
7 273 883
7 276 738
7 279 560
7 280 451
7 281 817
7 282 778
7 283 641
7 287 330
7 288 758
7 290 743
7 295 542
7 296 199
7 297 3
8 2 50
8 3 79
8 6 582
8 8 118
8 12 184
8 14 876
8 15 975
8 17 365
8 19 920
8 21 101
8 22 528
8 25 666
8 27 264
8 30 191
8 34 83
8 46 404
8 48 902
8 49 417
8 50 821
8 53 666
8 56 374
8 59 361
8 61 379
8 63 683
8 64 809
8 66 999
8 68 161
8 70 307
8 78 62
8 80 60
8 82 792
8 84 888
8 92 959
8 95 875
8 96 989
8 99 117
8 101 806
8 104 51
8 105 594
8 106 346
8 112 822
8 114 540
8 116 382
8 118 317
8 123 584
8 125 220
8 127 407
8 128 333
8 134 323
8 135 850
8 139 653
8 141 193
8 144 445
8 147 899
8 148 85
8 149 997
8 153 286
8 154 133
8 160 557
8 161 690
8 165 939
8 167 703
8 168 411
8 169 457
8 171 432
8 172 246
8 178 149
8 179 849
8 181 276
8 182 106
8 186 336
8 187 233
8 190 193
8 192 490
8 193 536
8 194 276
8 195 630
8 196 661
8 199 609
8 200 423
8 201 270
8 207 558
8 209 639
8 216 570
8 222 990
8 224 872
8 225 26
8 227 488
8 234 536
8 235 409
8 236 923
8 237 245
8 238 885
8 239 783
8 240 800
8 241 900
8 242 936
8 245 627
8 246 75
8 247 923
8 248 933
8 249 288
8 252 199
8 253 983
8 255 257
8 257 576
8 262 206
8 264 37
8 265 804
8 266 498
8 273 665
8 277 621
8 279 671
8 281 835
8 283 984
8 284 54
8 288 447
8 289 590
8 290 382
8 295 268
8 296 620
8 297 380
8 298 853
8 299 116
9 1 603
9 6 596
9 7 502
9 8 42
9 9 669
9 10 569
9 11 70
9 12 476
9 14 997
9 15 452
9 16 419
9 17 995
9 22 916
9 25 35
9 27 907
9 30 726
9 31 929
9 32 30
9 44 465
9 45 196
9 48 849
9 49 854
