100 4100
0 0 82
0 1 720
0 2 105
0 4 685
0 5 125
0 7 785
0 8 479
0 10 731
0 11 263
0 12 575
0 19 78
0 20 26
0 22 704
0 23 694
0 25 758
0 26 38
0 28 788
0 34 190
0 35 3
0 36 689
0 37 184
0 38 943
0 41 230
0 42 166
0 43 533
0 44 234
0 46 276
0 49 725
0 52 213
0 54 601
0 57 395
0 58 67
0 63 947
0 72 744
0 73 502
0 78 178
0 79 648
0 83 44
0 84 206
0 86 968
0 87 768
0 90 897
0 91 10
0 92 578
0 93 213
0 95 514
0 99 320
1 0 936
1 2 886
1 4 405
1 7 747
1 8 234
1 12 322
1 14 387
1 15 67
1 16 64
1 17 44
1 18 202
1 22 123
1 28 85
1 29 523
1 32 501
1 33 964
1 36 477
1 39 238
1 45 83
1 47 443
1 48 260
1 54 283
1 58 80
1 59 615
1 60 198
1 61 787
1 63 22
1 75 107
1 83 515
1 86 544
1 92 396
1 96 967
2 0 909
2 1 733
2 2 943
2 6 530
2 7 265
2 8 752
2 9 590
2 12 425
2 14 572
2 16 68
2 23 815
2 29 301
2 30 363
2 31 556
2 34 603
2 36 122
2 38 692
2 39 307
2 41 214
2 42 800
2 44 617
2 47 555
2 48 652
2 50 531
2 53 155
2 54 255
2 55 529
2 57 839
2 64 518
2 67 406
2 69 449
2 70 537
2 71 271
2 74 102
2 75 428
2 76 848
2 77 165
2 78 266
2 80 822
2 83 222
2 84 9
2 85 444
2 88 77
2 94 316
2 95 733
2 96 594
2 98 14
2 99 629
3 0 158
3 1 249
3 7 955
3 8 698
3 19 229
3 23 851
3 28 101
3 29 990
3 30 359
3 31 88
3 33 176
3 34 880
3 35 468
3 37 716
3 38 781
3 39 591
3 42 558
3 43 600
3 46 634
3 47 671
3 48 279
3 49 777
3 50 963
3 57 186
3 58 425
3 60 33
3 61 349
3 64 945
3 67 989
3 70 355
3 71 396
3 73 104
3 75 693
3 79 316
3 80 660
3 82 495
3 83 423
3 89 666
3 93 29
3 95 537
3 96 218
3 97 44
4 2 620
4 3 830
4 4 119
4 7 282
4 14 445
4 17 546
4 20 743
4 21 619
4 25 527
4 26 860
4 30 99
4 36 868
4 41 899
4 44 249
4 48 219
4 51 329
4 53 930
4 54 284
4 56 586
4 58 673
4 59 559
4 62 405
4 63 859
4 64 780
4 67 424
4 68 187
4 71 212
4 74 933
4 75 544
4 78 998
4 79 811
4 80 233
4 82 179
4 84 486
4 98 231
5 0 199
5 3 547
5 4 421
5 6 719
5 11 668
5 13 876
5 15 30
5 16 442
5 17 728
5 21 864
5 23 228
5 24 425
5 25 377
5 26 750
5 29 140
5 31 685
5 35 959
5 39 272
5 40 23
5 41 723
5 42 562
5 44 782
5 45 691
5 48 914
5 49 957
5 52 253
5 53 992
5 54 854
5 55 71
5 56 463
5 57 851
5 59 583
5 60 464
5 62 639
5 63 160
5 65 168
5 69 433
5 73 323
5 74 452
5 75 757
5 76 769
5 77 481
5 87 538
5 89 847
5 91 967
5 95 933
6 3 59
6 5 227
6 8 885
6 11 96
6 16 877
6 19 262
6 21 563
6 28 6
6 30 212
6 31 197
6 33 270
6 34 260
6 35 455
6 39 280
6 41 750
6 42 510
6 43 310
6 44 289
6 51 241
6 52 420
6 57 779
6 60 45
6 61 812
6 67 915
6 70 945
6 78 237
6 80 598
6 84 621
6 85 694
6 86 604
6 89 395
6 90 875
6 91 274
6 94 108
6 95 475
6 97 465
7 0 294
7 4 420
7 5 383
7 6 929
7 7 326
7 8 21
7 9 433
7 10 150
7 11 938
7 15 656
7 18 16
7 21 465
7 22 279
7 23 254
7 25 652
7 27 900
7 28 945
7 29 973
7 30 857
7 32 912
7 34 844
7 36 197
7 37 437
7 38 298
7 39 557
7 41 882
7 45 604
7 48 696
7 55 617
7 56 200
7 57 260
7 59 574
7 60 575
7 61 210
7 63 62
7 64 370
7 68 20
7 69 963
7 72 951
7 73 297
7 76 582
7 80 192
7 81 289
7 82 866
7 84 576
7 85 683
7 86 173
7 87 344
7 88 235
7 95 229
7 99 659
8 1 776
8 3 521
8 11 750
8 12 747
8 14 871
8 15 766
8 16 310
8 17 474
8 19 861
8 20 898
8 22 680
8 24 7
8 25 131
8 29 888
8 31 57
8 32 311
8 33 160
8 34 104
8 35 373
8 38 768
8 39 556
8 40 976
8 41 354
8 42 55
8 48 489
8 50 709
8 51 371
8 53 785
8 54 414
8 57 973
8 58 378
8 59 628
8 60 714
8 61 880
8 70 613
8 71 725
8 72 503
8 73 96
8 74 953
8 75 840
8 77 314
8 78 193
8 81 12
8 84 290
8 85 667
8 87 926
8 88 701
8 89 527
8 90 668
8 92 913
8 97 512
9 1 52
9 3 949
9 6 584
9 7 340
9 8 685
9 9 955
9 10 873
9 17 629
9 21 692
9 22 17
9 23 411
9 24 207
9 27 386
9 28 272
9 29 412
9 32 84
9 33 772
9 42 762
9 43 342
9 51 432
9 52 910
9 57 895
9 60 805
9 62 632
9 63 469
9 64 464
9 65 636
9 67 64
9 72 778
9 75 956
9 77 402
9 81 954
9 83 272
9 84 6
9 87 430
9 89 304
9 92 41
9 94 652
9 95 745
9 97 985
9 99 659
10 2 568
10 9 471
10 12 523
10 14 475
10 15 573
10 19 171
10 20 511
10 23 184
10 26 357
10 34 121
10 36 238
10 38 129
10 39 643
10 41 329
10 42 555
10 44 599
10 47 545
10 51 461
10 56 596
10 61 425
10 63 286
10 66 316
10 67 173
10 69 618
10 71 888
10 73 122
10 76 44
10 77 582
10 83 282
10 84 831
10 85 903
10 89 901
10 90 408
10 91 987
10 95 705
10 96 828
10 97 814
10 98 560
10 99 259
11 0 239
11 1 146
11 2 515
11 4 244
11 7 430
11 9 303
11 11 797
11 18 405
11 19 378
11 21 637
11 23 440
11 24 432
11 25 467
11 26 867
11 34 318
11 37 275
11 38 825
11 39 844
11 42 939
11 46 661
11 47 145
11 48 715
11 50 29
11 55 207
11 56 847
11 58 203
11 60 986
11 61 867
11 68 493
11 70 22
11 75 841
11 79 428
11 85 154
11 88 807
11 89 654
11 91 823
11 95 944
11 96 736
11 99 457
12 0 150
12 1 595
12 4 525
12 5 431
12 9 226
12 11 295
12 18 686
12 24 62
12 25 455
12 31 2
12 33 280
12 35 192
12 38 635
12 39 352
12 40 840
12 44 813
12 45 458
12 47 471
12 49 0
12 50 611
12 52 144
12 54 209
12 55 295
12 57 976
12 60 17
12 68 954
12 69 612
12 73 189
12 74 632
12 75 247
12 77 810
12 78 903
12 79 219
12 81 705
12 83 230
12 86 129
12 92 727
12 93 422
12 94 175
12 96 829
12 97 424
12 99 265
13 1 979
13 3 919
13 4 904
13 5 217
13 6 242
13 11 381
13 12 729
13 14 699
13 15 551
13 16 41
13 17 949
13 18 284
13 19 221
13 22 993
13 26 591
13 27 70
13 30 107
13 32 505
13 37 850
13 42 790
13 43 374
13 44 972
13 52 864
13 55 442
13 59 233
13 60 765
13 62 902
13 69 158
13 71 921
13 72 566
13 73 333
13 74 264
13 75 749
13 76 197
13 78 387
13 81 235
13 82 9
13 85 16
13 86 267
13 87 831
13 88 699
13 93 555
13 95 535
13 98 809
14 2 169
14 5 693
14 10 22
14 11 59
14 13 647
14 17 585
14 19 712
14 20 531
14 21 931
14 22 151
14 23 581
14 25 585
14 26 170
14 28 984
14 32 558
14 34 149
14 43 274
14 45 709
14 47 196
14 49 449
14 50 482
14 52 233
14 55 501
14 57 81
14 59 261
14 60 704
14 61 386
14 63 802
14 64 968
14 65 568
14 66 799
14 68 125
14 70 983
14 71 220
14 74 2
14 76 358
14 78 535
14 81 43
14 83 442
14 85 15
14 91 593
14 92 551
14 95 67
14 96 55
15 2 857
15 4 132
15 5 915
15 8 929
15 11 93
15 12 367
15 14 469
15 18 611
15 20 436
15 24 753
15 30 892
15 31 509
15 34 507
15 36 48
15 40 598
15 41 135
15 43 549
15 47 841
15 49 332
15 50 149
15 56 172
15 58 358
15 61 596
15 62 496
15 65 9
15 74 358
15 76 797
15 79 738
15 80 218
15 81 542
15 85 943
15 90 954
15 94 882
15 96 648
16 4 94
16 6 931
16 8 627
16 14 302
16 16 312
16 17 346
16 20 685
16 22 736
16 24 430
16 26 121
16 29 818
16 30 242
16 38 864
16 39 705
16 40 716
16 43 548
16 44 654
16 46 324
16 47 102
16 48 797
16 49 917
16 50 665
16 54 595
16 55 621
16 56 45
16 57 545
16 59 66
16 60 110
16 62 14
16 64 311
16 65 152
16 66 997
16 68 740
16 70 337
16 72 292
16 73 843
16 74 410
16 76 706
16 80 166
16 86 693
16 95 973
16 98 498
17 0 828
17 2 787
17 5 457
17 9 438
17 13 274
17 14 220
17 15 538
17 18 186
17 20 189
17 22 750
17 23 120
17 27 671
17 28 730
17 29 124
17 30 692
17 31 1
17 32 684
17 35 373
17 38 118
17 40 500
17 41 771
17 45 747
17 46 454
17 49 714
17 55 338
17 59 311
17 61 231
17 62 594
17 64 880
17 66 663
17 67 879
17 75 716
17 76 804
17 77 224
17 83 534
17 85 661
17 89 883
17 92 325
17 93 200
17 94 134
18 1 171
18 3 998
18 5 761
18 6 745
18 10 306
18 15 664
18 16 968
18 19 877
18 27 356
18 29 87
18 30 388
18 33 654
18 38 775
18 39 286
18 40 162
18 42 34
18 45 937
18 46 949
18 47 269
18 48 340
18 49 317
18 50 813
18 51 584
18 59 224
18 60 734
18 61 220
18 63 312
18 65 702
18 66 128
18 69 375
18 71 97
18 73 542
18 74 816
18 75 881
18 76 284
18 78 642
18 81 750
18 88 869
18 96 70
18 97 810
18 99 631
19 0 303
19 1 37
19 2 258
19 6 576
19 11 953
19 14 578
19 16 527
19 20 102
19 22 84
19 26 587
19 28 622
19 33 712
19 36 629
19 37 220
