200 24200
0 3 395
0 4 462
0 5 868
0 9 228
0 10 772
0 11 461
0 12 105
0 13 82
0 18 883
0 19 410
0 21 882
0 23 520
0 24 594
0 25 424
0 26 768
0 29 622
0 31 703
0 33 292
0 34 360
0 35 723
0 36 147
0 37 72
0 38 509
0 40 296
0 42 898
0 43 296
0 45 802
0 46 459
0 47 174
0 50 676
0 51 568
0 55 916
0 57 861
0 58 759
0 59 608
0 60 463
0 61 703
0 62 136
0 65 824
0 66 688
0 68 71
0 70 59
0 71 265
0 73 943
0 74 887
0 80 280
0 81 991
0 82 767
0 84 131
0 86 613
0 88 675
0 89 681
0 93 903
0 97 420
0 99 532
0 100 621
0 101 473
0 102 925
0 103 117
0 104 923
0 105 35
0 107 227
0 108 828
0 110 757
0 111 652
0 112 702
0 113 644
0 114 32
0 117 126
0 118 450
0 119 453
0 123 76
0 125 486
0 126 213
0 127 603
0 128 476
0 129 616
0 130 200
0 131 9
0 132 373
0 134 544
0 135 932
0 136 524
0 138 34
0 139 335
0 140 301
0 142 483
0 144 642
0 149 694
0 150 235
0 152 670
0 154 7
0 155 683
0 157 906
0 158 236
0 159 306
0 160 463
0 162 303
0 164 508
0 165 809
0 166 497
0 167 902
0 171 73
0 174 424
0 176 630
0 177 207
0 178 849
0 179 67
0 184 440
0 185 813
0 186 312
0 187 903
0 188 150
0 189 800
0 190 2
0 194 484
0 195 33
0 197 323
0 198 583
0 199 979
1 0 628
1 2 473
1 4 423
1 6 351
1 8 116
1 11 826
1 13 157
1 14 656
1 16 161
1 17 470
1 19 67
1 21 696
1 22 17
1 23 143
1 24 674
1 25 922
1 29 142
1 35 146
1 36 392
1 37 452
1 38 203
1 39 906
1 40 903
1 43 265
1 46 760
1 48 279
1 49 444
1 50 329
1 51 23
1 52 695
1 54 892
1 55 111
1 56 915
1 57 982
1 58 706
1 62 748
1 63 711
1 64 442
1 65 263
1 66 775
1 71 292
1 72 280
1 74 231
1 76 657
1 79 437
1 81 858
1 82 344
