500 500
0 112 623
0 492 69
4 176 148
4 418 534
5 19 292
6 230 819
9 463 180
12 5 375
14 499 594
16 95 599
16 153 647
16 235 239
18 25 379
19 437 200
22 113 516
23 263 885
24 41 153
28 491 149
32 53 267
33 35 910
33 105 741
34 11 817
35 149 233
35 240 942
36 101 637
36 318 412
37 103 586
39 372 614
39 403 102
40 253 119
41 232 746
42 431 106
45 55 684
45 94 233
47 467 285
50 142 179
50 353 466
51 56 886
51 399 767
53 343 73
55 3 889
55 479 12
57 128 351
57 308 723
57 315 662
57 431 464
58 403 590
58 444 691
59 450 197
63 189 462
63 223 852
64 253 873
64 482 619
65 1 500
65 135 160
65 480 515
66 330 45
67 445 825
68 96 200
68 475 835
70 463 152
71 81 327
74 99 957
74 205 942
75 326 711
76 77 176
78 144 166
78 292 251
78 332 144
79 77 615
80 193 74
80 233 231
80 349 284
81 374 641
82 50 729
82 117 691
83 213 846
84 226 151
84 263 736
84 456 140
85 54 690
85 444 689
86 264 535
86 316 862
87 332 15
89 218 39
89 259 947
95 347 890
96 14 314
96 249 131
97 3 446
98 68 526
99 58 902
99 76 459
99 395 137
100 95 584
101 220 488
103 348 53
104 104 230
105 381 215
105 383 585
106 127 476
106 192 880
106 278 447
108 442 997
108 453 922
109 214 79
110 298 851
111 458 649
113 416 957
115 23 542
115 230 580
115 263 185
116 293 169
116 388 628
117 275 913
117 428 603
119 196 460
120 224 80
120 395 357
122 384 702
124 236 816
124 286 738
125 267 488
125 273 808
127 395 197
128 327 272
129 0 21
129 184 697
130 379 968
131 399 709
132 75 822
133 85 751
134 62 142
134 425 963
136 166 109
136 356 685
136 458 928
140 177 592
140 194 761
140 347 915
141 491 21
142 54 76
142 212 718
143 227 989
143 437 531
145 388 738
146 494 893
148 99 823
150 356 36
152 121 514
153 181 251
154 210 972
155 185 63
159 53 661
160 88 337
160 152 782
162 13 65
164 138 168
165 47 38
165 141 130
167 291 946
168 310 663
169 145 203
170 62 488
172 38 607
172 71 214
173 77 134
174 74 663
174 467 488
176 429 564
176 498 129
176 499 659
177 54 406
177 308 131
178 297 23
178 471 329
180 94 338
180 214 152
180 294 283
181 64 865
181 497 975
182 441 356
184 272 921
184 304 304
184 400 80
187 343 346
187 429 47
188 102 114
188 317 433
189 350 461
190 304 241
190 439 100
191 409 894
191 456 562
192 445 991
196 228 986
199 15 975
199 490 211
200 83 73
201 221 173
201 306 653
204 408 186
204 448 527
208 439 456
210 65 83
210 466 201
212 478 595
213 455 148
214 357 431
216 89 251
217 122 730
217 385 344
218 285 855
219 110 639
219 395 557
221 279 415
221 477 864
222 264 926
223 453 7
224 121 275
224 195 106
224 348 380
225 18 614
225 236 617
225 311 22
226 298 615
226 479 215
226 486 488
227 379 729
229 448 203
230 282 817
230 375 210
232 6 446
232 74 794
232 494 451
234 76 327
236 490 592
238 6 441
238 52 978
238 102 54
239 107 826
240 185 450
240 296 628
241 154 980
243 56 120
244 126 641
244 164 37
245 89 916
245 237 625
248 22 714
248 386 552
248 466 806
249 370 182
252 386 566
253 217 943
253 296 17
255 117 67
258 61 338
258 200 240
259 268 748
260 492 482
261 367 639
262 268 493
262 314 434
263 473 302
264 19 626
264 490 532
265 243 179
266 209 697
267 50 320
268 199 902
269 464 387
270 449 609
271 296 781
271 484 44
273 245 897
273 451 360
274 167 191
276 465 250
278 433 816
278 483 786
279 68 223
279 120 621
282 181 850
282 343 727
283 336 402
283 357 879
283 381 522
284 473 2
285 99 286
285 414 117
286 293 292
286 425 241
287 479 155
288 22 188
288 285 791
288 470 966
289 57 813
289 259 245
290 443 62
291 124 341
292 282 208
294 23 248
295 230 243
296 285 580
297 484 749
