500 200500
0 0 937
0 1 635
0 2 707
0 4 647
0 5 90
0 6 932
0 7 825
0 8 435
0 11 376
0 12 740
0 13 521
0 15 773
0 17 770
0 18 202
0 19 473
0 21 973
0 23 286
0 24 818
0 25 488
0 26 192
0 27 921
0 28 838
0 29 177
0 30 686
0 32 190
0 34 818
0 36 105
0 37 707
0 38 634
0 39 357
0 40 193
0 41 136
0 42 809
0 43 187
0 45 0
0 46 569
0 47 379
0 48 685
0 50 127
0 52 710
0 53 456
0 54 689
0 57 283
0 58 508
0 59 386
0 60 414
0 62 313
0 64 134
0 67 740
0 68 566
0 69 893
0 70 704
0 71 568
0 72 784
0 74 473
0 75 420
0 76 679
0 77 431
0 78 730
0 79 690
0 80 995
0 83 640
0 84 273
0 85 958
0 88 379
0 90 980
0 91 816
0 92 114
0 94 844
0 95 733
0 99 740
0 101 783
0 104 636
0 106 127
0 107 622
0 108 993
0 109 219
0 110 289
0 112 608
0 113 838
0 114 872
0 115 921
0 116 444
0 117 108
0 120 432
0 121 227
0 123 196
0 124 414
0 125 526
0 126 550
0 128 785
0 129 88
0 131 369
0 132 284
0 133 167
0 134 366
0 135 508
0 136 683
0 137 318
0 138 203
0 139 749
0 140 854
0 142 255
0 144 347
0 145 827
0 146 390
0 148 131
0 149 323
0 150 581
0 151 916
0 152 42
0 154 488
0 155 925
0 157 246
0 159 914
0 160 693
0 161 595
0 162 885
0 163 929
0 164 791
0 165 3
0 166 449
0 167 461
0 168 785
0 169 915
0 173 744
0 174 274
0 175 574
0 176 54
0 178 881
0 179 499
0 180 682
0 181 816
0 183 850
0 185 801
0 187 391
0 189 570
0 190 989
0 191 545
0 193 900
0 195 235
0 196 393
0 197 246
0 198 435
0 199 268
0 200 707
0 201 15
0 202 887
0 204 76
0 205 154
0 206 915
0 208 720
0 209 622
0 210 336
0 211 171
0 215 703
0 216 253
0 217 660
0 220 515
0 223 928
0 227 402
0 228 426
0 230 396
0 231 67
0 233 390
0 234 798
0 238 629
0 239 885
0 240 209
0 242 450
0 243 661
0 244 853
0 245 630
0 246 269
0 247 796
0 248 292
0 249 439
0 250 618
0 251 589
0 253 614
0 254 489
0 255 511
0 256 67
0 261 262
0 262 752
0 263 8
0 264 303
0 266 948
0 267 84
0 268 752
0 270 334
0 272 650
0 273 211
0 275 871
0 276 428
0 277 370
0 278 370
0 280 991
0 282 127
0 283 842
0 284 546
0 285 822
0 286 293
0 287 623
0 288 552
0 289 533
0 290 86
0 291 657
0 293 432
0 294 240
0 295 44
0 296 957
0 297 998
0 299 278
0 300 831
0 301 105
0 302 790
0 303 303
0 304 681
0 305 481
0 308 887
0 309 316
0 310 630
0 311 175
0 312 709
0 313 234
0 314 212
0 315 619
0 317 515
0 320 607
0 322 741
0 323 591
0 324 345
0 325 507
0 326 585
0 329 939
0 330 942
0 331 660
0 332 865
0 333 391
0 334 964
0 335 569
0 336 455
0 337 328
0 338 795
0 339 457
0 340 245
0 341 825
0 342 145
0 343 888
0 344 908
0 345 311
0 347 961
0 348 575
0 349 959
0 350 381
0 351 211
0 353 929
0 354 368
0 355 313
0 356 472
0 358 714
0 359 932
0 360 569
0 361 60
0 362 803
0 363 269
0 364 301
0 365 382
0 370 771
0 371 242
0 372 231
0 374 315
0 375 595
0 376 859
0 377 380
0 378 106
0 380 148
0 381 368
0 382 647
0 383 92
0 384 149
0 387 682
0 388 965
0 390 197
0 391 842
0 392 313
0 395 335
0 396 852
0 397 71
0 399 16
0 400 184
0 401 401
