400 96400
0 0 231
0 1 272
0 2 649
0 3 962
0 4 568
0 5 909
0 7 607
0 9 387
0 10 184
0 11 928
0 13 465
0 14 520
0 17 286
0 19 232
0 21 353
0 22 970
0 24 916
0 25 118
0 26 76
0 27 325
0 28 240
0 29 784
0 31 664
0 32 573
0 34 227
0 36 324
0 37 827
0 38 740
0 41 251
0 43 56
0 46 135
0 47 872
0 51 213
0 52 528
0 56 370
0 57 286
0 58 123
0 61 359
0 62 284
0 63 405
0 64 285
0 65 305
0 66 487
0 68 51
0 69 671
0 70 148
0 71 769
0 72 646
0 73 634
0 74 941
0 75 402
0 76 744
0 77 734
0 79 777
0 83 546
0 84 377
0 86 857
0 90 791
0 91 461
0 92 81
0 94 671
0 95 987
0 96 540
0 97 300
0 98 91
0 99 85
0 101 293
0 103 459
0 104 944
0 105 261
0 109 636
0 112 688
0 115 498
0 118 545
0 122 264
0 123 929
0 124 805
0 126 957
0 127 578
0 130 905
0 131 155
0 132 842
0 135 629
0 136 481
0 139 344
0 140 302
0 141 974
0 142 388
0 143 622
0 145 882
0 146 444
0 147 662
0 148 55
0 149 499
0 150 342
0 151 274
0 152 690
0 153 919
0 154 817
0 155 103
0 156 372
0 159 300
0 161 437
0 162 824
0 163 491
0 164 103
0 165 16
0 166 923
0 169 668
0 170 13
0 174 847
0 176 235
0 178 653
0 179 244
0 180 269
0 184 923
0 185 400
0 189 400
0 191 888
0 192 741
0 193 742
0 194 123
0 195 951
0 196 970
0 199 852
0 200 956
0 201 462
0 202 765
0 203 917
0 204 101
0 206 272
0 207 129
0 209 311
0 216 338
0 217 155
0 224 940
0 226 625
0 230 819
0 231 688
0 232 867
0 233 328
0 234 301
0 236 783
0 237 253
0 240 55
0 245 409
0 246 837
0 247 781
0 250 672
0 252 564
0 253 374
0 254 451
0 255 962
0 256 685
0 258 545
0 259 144
0 262 235
0 263 0
0 264 936
0 266 575
0 267 656
0 269 369
0 272 517
0 273 721
0 274 437
0 276 311
0 277 301
0 278 769
0 279 600
0 282 720
0 284 390
0 285 545
0 286 174
0 287 913
0 289 638
0 290 529
0 294 786
0 295 122
0 296 272
0 298 320
0 299 134
0 301 361
0 303 88
0 304 902
0 305 263
0 306 833
0 307 238
0 308 19
0 309 621
0 310 231
0 311 964
0 315 54
0 317 503
0 318 914
0 319 60
0 321 612
0 322 435
0 324 298
0 325 493
0 327 962
0 328 283
0 331 933
0 332 306
0 334 359
0 335 331
0 337 201
0 338 642
0 347 649
0 349 566
0 350 971
0 351 56
0 353 408
0 355 537
0 356 308
0 357 981
0 358 618
0 360 224
0 361 960
0 362 658
0 363 855
0 364 772
0 368 482
0 369 974
0 370 912
0 371 403
0 372 793
0 373 860
0 374 25
0 377 734
0 378 392
0 379 595
0 380 33
0 381 922
0 382 610
0 383 428
0 384 172
0 386 66
0 387 799
0 388 615
0 390 249
0 391 60
0 392 457
0 395 95
0 397 788
0 398 695
1 0 249
1 2 696
1 3 569
1 4 660
1 5 682
1 6 838
1 7 223
1 9 846
1 10 77
1 13 143
1 18 982
1 19 802
1 20 928
1 21 353
1 22 598
1 23 898
1 24 692
1 26 622
1 27 584
1 30 846
1 31 254
1 35 371
1 38 783
1 40 476
1 41 530
1 42 974
1 43 798
1 44 98
1 45 934
1 46 658
1 47 367
1 48 487
1 50 67
1 51 983
1 52 157
1 53 595
1 56 237
1 57 21
1 59 97
1 61 168
1 64 582
1 65 175
1 67 500
1 70 552
1 71 920
1 72 58
1 74 949
1 75 317
1 77 587
1 79 965
1 80 589
1 81 681
1 84 191
1 85 635
1 86 920
1 88 353
1 89 516
1 93 167
1 97 749
1 99 150
1 102 788
1 103 702
1 104 450
1 105 74
1 106 105
1 111 389
1 112 519
1 114 905
1 115 224
1 117 754
1 120 983
1 121 183
1 123 481
1 124 957
1 125 820
1 126 321
1 128 553
1 129 867
1 131 63
1 132 985
1 135 14
1 136 822
1 137 107
1 138 490
1 142 655
1 144 645
1 145 395
1 147 483
1 148 511
1 150 24
1 151 141
1 152 883
1 153 9
1 154 895
1 155 556
1 159 289
1 160 615
1 161 380
1 164 636
1 165 529
1 167 509
1 168 391
1 169 637
1 170 831
1 171 498
1 174 2
1 181 594
1 182 683
1 183 274
1 184 226
1 185 247
1 189 166
1 191 666
1 193 637
1 196 883
1 197 118
1 199 57
1 200 128
1 202 547
1 204 60
1 205 270
1 206 758
1 208 667
1 210 803
1 211 889
1 212 913
1 214 470
1 215 499
1 219 824
1 220 210
1 226 563
1 230 732
1 231 411
1 232 816
1 237 282
1 239 867
1 240 227
1 241 777
1 242 782
1 243 940
1 244 385
1 247 597
1 252 912
1 253 913
1 255 457
1 256 157
1 257 689
1 260 688
1 262 22
1 263 384
1 264 85
1 266 749
1 268 619
1 271 417
1 272 898
1 273 225
1 274 362
1 275 82
1 278 387
1 279 358
1 285 654
1 288 533
1 290 10
1 292 601
1 293 331
1 294 393
1 295 9
1 296 707
1 297 880
1 298 945
1 299 142
1 300 492
1 301 93
1 303 717
1 305 388
1 308 567
1 309 330
1 310 564
1 312 27
1 313 370
1 314 413
1 315 87
1 317 620
1 318 844
1 321 75
1 322 791
1 323 103
1 324 366
1 326 233
1 328 859
1 329 18
1 330 915
1 331 234
1 333 635
1 335 133
1 337 854
1 338 865
1 339 596
1 342 314
1 344 256
1 346 899
1 347 411
1 350 825
1 351 76
1 356 684
1 357 296
1 358 457
1 361 418
1 362 100
1 363 828
1 364 391
1 367 440
1 369 215
1 370 267
1 371 840
1 372 971
1 374 467
1 375 227
1 377 835
1 378 722
1 379 376
1 380 986
1 381 392
1 382 888
1 383 475
1 389 803
1 392 13
1 393 300
1 394 823
1 395 721
1 396 606
1 398 757
1 399 496
2 0 285
2 3 762
2 4 316
2 7 207
2 8 918
2 12 626
2 14 863
2 15 195
2 16 397
2 17 82
2 19 38
2 21 83
2 23 939
2 24 832
2 26 567
2 29 668
2 30 138
2 32 272
2 34 582
2 35 925
2 37 348
2 39 642
2 40 150
2 46 791
2 47 894
2 48 5
2 50 981
2 51 387
2 53 235
2 55 385
2 58 50
2 59 190
2 63 516
2 64 683
2 65 964
2 68 681
2 69 865
2 70 599
2 72 435
2 73 766
2 76 722
2 77 209
2 78 352
2 79 93
2 81 308
2 82 883
2 84 904
2 85 66
2 86 814
2 88 689
2 89 636
2 90 949
2 91 150
2 92 484
2 93 441
2 94 928
2 95 199
2 96 261
2 97 798
2 98 318
2 99 905
2 102 274
2 103 349
2 104 521
2 105 750
2 106 582
2 107 993
2 108 770
2 109 189
2 110 847
2 111 455
2 112 376
2 113 970
2 117 471
2 118 881
2 120 706
2 121 23
2 122 80
2 123 18
2 124 596
2 125 344
2 127 968
2 128 939
2 130 168
2 131 912
2 133 356
2 134 30
2 138 606
2 140 855
2 142 568
2 145 759
2 149 107
2 150 229
2 154 922
2 155 775
2 156 94
2 159 489
2 161 861
2 162 894
2 163 267
2 164 477
2 165 394
2 169 802
2 170 648
2 174 812
2 177 318
2 178 638
2 180 554
2 181 372
2 182 575
2 184 46
2 185 179
2 186 137
2 187 107
2 188 0
2 192 537
2 193 493
2 194 585
2 196 237
2 198 451
2 200 904
2 201 85
2 202 840
2 203 362
2 204 579
2 206 551
2 207 306
2 210 450
2 211 149
2 212 598
2 213 146
2 214 41
2 215 847
2 216 696
2 217 608
2 220 726
2 221 906
2 222 188
2 223 549
2 225 3
2 226 46
2 227 72
2 228 535
2 229 857
2 230 784
2 232 917
2 234 880
2 235 525
2 236 849
2 238 820
2 240 202
2 241 291
2 242 950
2 244 111
2 245 26
2 247 121
2 248 961
2 249 347
2 252 381
2 253 83
2 254 196
2 255 183
2 257 428
2 258 436
2 262 322
2 265 449
2 267 921
2 268 193
2 269 35
2 270 559
2 272 85
2 274 218
2 275 19
2 276 594
2 278 1
2 279 45
2 280 405
2 281 791
2 282 821
2 283 937
2 284 747
2 286 960
2 288 417
2 289 698
2 290 279
2 291 741
2 292 309
2 294 959
2 297 414
2 298 906
2 299 395
2 301 831
2 302 446
2 304 685
2 305 893
2 307 419
2 309 47
2 311 685
2 319 159
2 320 455
2 327 535
2 328 582
2 330 727
2 335 338
2 336 755
2 337 639
2 338 371
2 339 647
2 341 864
2 343 323
2 344 291
2 345 528
2 347 234
2 348 757
2 349 23
2 350 825
2 353 352
2 354 213
2 358 100
2 359 579
2 360 571
2 362 844
2 365 89
2 366 82
2 367 903
2 368 873
2 369 238
2 370 610
2 371 787
2 373 648
2 374 341
2 376 505
2 380 617
2 381 188
2 385 834
2 387 389
2 389 309
2 393 711
2 394 965
2 395 882
2 396 68
2 398 838
2 399 41
3 0 147
3 1 428
3 2 689
3 4 456
3 5 300
3 8 155
3 9 159
3 10 514
3 11 393
3 12 960
3 13 660
3 14 616
3 17 243
3 18 76
3 19 146
3 20 600
3 22 661
3 24 944
3 26 152
3 27 123
3 29 471
3 30 19
3 31 518
3 32 985
3 34 387
3 35 481
3 36 669
3 37 53
3 38 827
3 41 122
3 43 116
3 47 907
3 49 170
3 50 770
3 51 563
3 53 406
3 54 555
3 58 962
3 59 323
3 61 742
3 62 494
3 63 726
3 64 410
3 65 186
3 69 657
3 70 174
3 71 81
3 72 622
3 73 353
3 74 633
3 75 144
3 77 897
3 80 742
3 82 450
3 85 867
3 86 567
3 87 903
3 88 801
3 89 411
3 93 302
3 94 284
3 96 575
3 97 994
3 98 681
3 99 916
3 100 349
3 104 365
3 105 963
3 106 273
3 107 254
3 108 766
3 110 223
3 111 438
3 113 770
3 116 455
3 117 672
3 118 82
3 119 845
3 120 608
