200 16200
0 2 387
0 3 383
0 6 452
0 7 694
0 9 523
0 13 103
0 15 45
0 16 491
0 17 173
0 19 624
0 20 29
0 22 928
0 25 874
0 27 271
0 28 197
0 29 230
0 31 45
0 33 921
0 39 610
0 42 745
0 43 608
0 45 722
0 47 268
0 49 859
0 50 641
0 51 789
0 58 524
0 59 682
0 60 343
0 64 560
0 65 854
0 69 210
0 71 287
0 73 939
0 74 505
0 77 196
0 82 552
0 90 768
0 97 418
0 100 460
0 103 66
0 105 365
0 106 350
0 113 85
0 116 781
0 118 335
0 122 838
0 124 892
0 126 481
0 132 711
0 135 449
0 136 509
0 138 201
0 140 36
0 141 823
0 146 163
0 148 438
0 151 568
0 153 484
0 154 546
0 156 372
0 157 103
0 160 28
0 161 161
0 162 625
0 164 580
0 165 636
0 167 199
0 169 115
0 171 496
0 177 8
0 179 786
0 183 580
0 185 364
0 186 516
0 187 839
0 188 466
0 191 249
0 194 288
0 197 365
1 0 648
1 1 366
1 2 616
1 5 440
1 9 827
1 10 673
1 11 322
1 15 616
1 19 803
1 20 18
1 22 940
1 23 536
1 27 486
1 28 156
1 30 953
1 32 959
1 33 245
1 37 391
1 39 109
1 40 903
1 42 499
1 43 850
1 44 950
1 46 435
1 48 385
1 52 930
1 53 532
1 56 435
1 57 868
1 62 383
1 64 285
1 65 594
1 66 247
1 69 845
1 70 594
1 74 586
1 75 436
1 76 645
1 79 887
1 84 465
1 85 65
1 87 797
1 88 268
1 90 429
1 91 955
1 96 735
1 98 547
1 104 954
1 106 623
1 107 816
1 110 272
1 113 127
1 114 506
1 115 606
1 116 919
1 119 39
1 120 169
1 121 537
1 127 667
1 130 687
1 136 983
1 137 901
1 140 838
1 146 389
1 147 91
1 148 242
1 150 994
1 151 663
1 153 60
1 154 485
1 157 433
1 163 908
1 165 833
1 166 346
1 167 502
1 168 894
1 171 141
1 173 539
1 177 242
1 182 477
1 183 332
1 196 934
1 197 819
1 199 862
2 0 605
2 2 58
2 7 763
2 8 891
2 9 18
2 13 658
2 15 984
2 16 713
2 21 830
2 23 830
2 24 337
2 25 170
2 27 763
2 30 605
2 33 145
2 35 49
2 42 457
2 43 137
2 46 490
2 47 362
2 52 590
2 57 13
2 60 856
2 63 796
2 68 742
2 74 162
2 75 700
2 79 179
2 80 838
2 83 807
2 85 41
2 90 519
2 94 62
2 96 492
2 102 815
2 105 395
2 107 194
2 109 820
2 110 156
2 111 814
2 112 422
2 113 606
2 122 599
2 132 673
2 135 381
2 137 462
2 138 995
2 139 74
2 140 469
2 143 303
2 144 608
2 145 99
2 146 411
2 148 687
2 149 171
2 150 76
2 157 627
2 159 968
2 160 544
2 161 288
2 162 721
2 166 419
2 171 628
2 174 909
2 175 271
2 176 294
2 178 790
2 183 366
2 184 422
2 188 704
2 190 881
2 192 953
2 197 658
3 2 665
3 3 994
3 4 185
3 5 570
3 6 261
3 7 104
3 9 356
3 12 138
3 18 386
3 20 537
3 22 998
3 23 998
3 29 700
3 30 136
3 31 964
3 35 361
3 37 14
3 38 223
3 44 161
3 46 622
3 51 97
