100 6100
0 0 862
0 1 229
0 5 45
0 6 332
0 8 413
0 10 113
0 12 82
0 13 334
0 17 941
0 19 624
0 20 760
0 22 482
0 23 228
0 24 68
0 26 9
0 27 761
0 28 401
0 31 772
0 32 509
0 34 225
0 36 592
0 37 590
0 39 166
0 41 14
0 44 23
0 45 336
0 48 351
0 50 189
0 51 762
0 53 460
0 54 184
0 55 548
0 56 137
0 57 645
0 58 746
0 59 722
0 61 516
0 64 888
0 66 541
0 67 744
0 68 726
0 69 141
0 70 184
0 71 621
0 72 718
0 77 841
0 78 887
0 79 98
0 80 734
0 82 777
0 83 991
0 86 841
0 87 343
0 88 623
0 90 426
0 91 88
0 92 241
0 93 746
0 94 894
0 96 790
0 97 191
1 0 842
1 1 928
1 3 390
1 5 751
1 6 740
1 7 602
1 11 926
1 14 38
1 15 533
1 16 28
1 18 796
1 19 230
1 20 295
1 22 902
1 24 126
1 25 961
1 26 352
1 27 735
1 29 452
1 30 986
1 32 582
1 34 425
1 35 547
1 37 872
1 40 284
1 41 359
1 42 563
1 43 266
1 45 593
1 46 986
1 47 223
1 49 675
1 50 195
1 51 407
1 52 985
1 53 266
1 54 429
1 55 461
1 58 383
1 59 828
1 60 176
1 61 432
1 62 607
1 63 406
1 65 443
1 66 371
1 67 367
1 68 641
1 69 669
1 70 965
1 71 357
1 72 525
1 73 435
1 74 348
1 75 495
1 76 342
1 77 359
1 80 995
1 83 409
1 84 490
1 85 473
1 87 734
1 88 407
1 90 873
1 92 501
1 93 772
1 95 243
1 96 305
1 97 494
1 98 843
1 99 491
2 1 227
2 2 623
2 3 762
2 4 745
2 7 313
2 9 110
2 14 71
2 15 263
2 16 169
2 17 271
2 18 914
2 19 688
2 21 729
2 22 250
2 25 129
2 26 183
2 28 274
2 30 11
2 31 186
2 32 116
2 34 354
2 35 973
2 37 153
2 41 910
2 42 6
2 46 447
2 50 68
2 51 955
2 54 546
2 57 373
2 58 535
2 59 816
2 60 673
2 63 626
2 65 792
2 66 229
2 67 949
2 70 332
2 74 53
2 76 106
2 77 361
2 78 490
2 79 195
2 81 554
2 82 741
2 83 373
2 84 952
2 86 237
2 90 328
2 92 309
2 93 58
2 95 720
2 96 731
2 97 296
2 98 580
2 99 130
3 0 151
3 1 697
3 3 793
3 4 531
3 5 346
3 8 814
3 12 186
3 13 343
3 17 190
3 18 757
3 19 754
3 21 664
3 22 759
3 23 341
3 26 69
3 27 204
3 28 20
3 29 891
3 31 59
3 33 332
3 34 954
3 35 497
3 36 651
3 37 752
3 40 493
3 43 220
3 44 564
3 45 247
3 47 263
3 48 650
3 49 258
3 50 796
3 51 245
3 53 300
3 54 457
3 55 895
3 56 403
3 57 218
3 58 469
3 59 31
3 63 191
3 64 733
3 66 70
3 67 941
3 69 573
3 70 768
3 73 584
3 75 886
3 76 607
3 78 88
3 79 406
3 80 496
3 82 741
3 83 574
3 84 444
3 85 89
3 86 716
3 87 435
3 88 633
3 89 320
3 90 683
3 91 786
3 93 219
3 94 903
3 96 197
3 97 361
4 1 194
4 2 45
4 3 65
4 4 45
4 5 95
4 10 3
4 12 707
4 13 30
4 16 575
4 17 997
4 19 279
4 22 783
4 23 433
4 24 488
4 25 234
4 27 679
4 28 716
4 29 516
4 32 144
4 33 273
4 34 912
4 35 912
4 36 760
4 39 133
4 41 922
4 42 79
4 45 454
4 46 65
4 47 595
4 50 579
4 52 748
4 53 319
4 55 348
4 59 201
4 61 844
4 63 562
4 65 541
4 67 943
4 68 387
4 69 705
4 70 771
4 71 863
4 72 283
4 73 347
4 74 577
4 75 117
4 77 952
4 78 135
4 82 493
4 83 606
4 86 412
4 87 728
4 90 58
4 91 580
4 92 842
4 93 921
4 94 178
4 95 959
4 96 62
4 97 429
5 1 626
5 2 841
5 3 411
5 4 395
5 6 842
5 7 384
5 8 943
5 9 415
5 10 840
5 12 550
5 13 666
5 14 446
5 18 372
5 19 898
5 20 918
5 21 185
5 22 332
5 23 907
5 24 816
5 25 667
5 27 643
5 28 843
5 29 462
5 30 120
5 32 732
5 33 795
5 35 590
5 37 458
5 38 436
5 39 327
5 40 624
5 41 443
5 42 562
5 43 731
5 44 629
5 47 360
5 50 378
5 52 453
5 53 625
5 55 7
5 56 735
5 57 950
5 58 573
5 59 519
5 60 821
5 65 796
5 67 939
5 69 659
5 71 886
5 72 333
5 73 671
5 75 448
5 76 734
5 77 169
5 79 565
5 80 289
5 81 655
5 82 802
5 87 970
5 92 705
5 93 69
5 96 830
5 99 903
6 0 866
6 1 747
6 3 54
6 5 338
6 6 488
6 9 689
6 11 857
6 12 805
6 14 57
6 15 92
6 16 669
6 17 925
6 19 3
6 20 204
6 21 233
6 22 716
6 23 561
6 24 953
6 25 818
6 26 239
6 27 230
6 28 463
6 29 940
6 31 436
6 32 462
6 33 421
6 37 709
6 38 801
6 39 836
6 40 256
6 43 241
6 45 256
6 46 111
6 48 812
6 52 508
6 53 163
6 54 79
6 55 985
6 56 705
6 57 813
6 59 248
6 61 488
6 62 410
6 64 757
6 69 801
6 70 324
6 72 741
6 73 675
6 75 497
6 77 31
6 79 273
6 80 757
6 81 123
6 82 601
6 84 188
6 86 194
6 87 426
6 91 220
6 92 498
6 93 292
6 97 861
6 98 808
6 99 323
7 3 495
7 6 417
7 7 45
7 9 383
7 10 748
7 13 728
7 15 868
7 17 123
7 18 930
7 19 477
7 21 668
7 24 451
7 25 591
7 26 12
7 28 290
7 29 500
7 30 354
7 32 583
7 34 158
7 35 798
7 36 438
7 37 990
7 41 854
7 45 180
7 48 440
7 49 623
7 52 114
7 53 144
7 55 467
7 56 251
7 57 816
7 58 22
7 63 347
7 65 141
7 66 790
7 67 837
7 70 499
7 71 559
7 74 218
7 77 679
7 79 331
7 80 96
7 82 504
7 83 529
7 85 475
7 87 371
7 88 583
7 90 387
7 91 172
7 92 396
7 93 613
7 94 299
7 95 217
7 97 780
8 0 760
8 2 916
8 3 723
8 6 281
8 7 907
8 9 510
8 10 205
8 12 73
8 13 554
8 14 654
8 16 555
8 18 208
8 19 851
8 20 455
8 21 760
8 23 304
8 25 230
8 26 275
8 27 859
8 28 435
8 29 394
8 30 513
8 31 977
8 32 711
8 33 302
8 34 17
8 35 280
8 37 589
8 38 18
8 39 457
8 41 481
8 42 662
8 44 154
8 50 273
8 51 803
8 53 374
8 54 132
8 56 347
8 57 87
8 62 793
8 64 518
8 65 72
8 66 334
8 68 95
8 70 682
8 71 821
8 72 830
8 73 322
8 74 273
8 76 134
8 78 111
8 80 122
8 81 367
8 82 804
8 87 145
8 91 24
8 93 92
8 94 138
8 96 230
8 97 542
8 98 631
9 0 968
9 1 611
9 2 277
9 3 980
9 4 756
9 5 892
9 6 94
9 7 421
9 8 153
9 9 5
9 10 759
9 11 307
9 12 608
9 13 272
9 14 899
9 15 487
9 18 570
9 19 853
9 20 17
9 22 67
9 24 207
9 25 957
9 26 839
9 27 432
9 30 257
9 34 272
9 37 346
9 38 26
9 41 184
9 43 876
9 45 196
9 46 85
9 47 801
9 50 843
9 52 464
9 53 505
9 54 24
9 56 944
9 57 444
9 59 970
9 60 127
9 61 398
9 62 163
9 63 771
9 64 141
9 67 527
9 69 640
9 70 964
9 71 643
9 74 839
9 75 837
9 79 961
9 80 608
9 82 224
9 83 15
9 84 744
9 85 572
9 86 854
9 87 898
9 88 481
9 89 778
9 93 789
9 96 522
9 97 354
9 98 315
9 99 959
10 1 650
10 3 79
10 4 713
10 6 614
10 7 509
10 8 459
10 11 957
10 12 892
10 14 483
10 17 599
10 20 294
10 21 295
10 22 307
10 23 666
10 26 640
10 27 240
10 29 682
10 30 656
10 31 348
10 32 737
10 33 742
10 34 781
10 35 496
10 36 880
10 37 146
10 41 187
10 42 768
10 43 263
10 44 900
10 46 637
10 48 701
10 52 625
10 53 891
10 54 899
10 55 942
10 56 46
10 58 233
10 64 389
10 65 477
10 66 120
10 69 426
10 70 981
10 71 889
10 72 426
10 74 762
10 77 789
10 78 674
10 83 798
10 84 104
10 86 990
10 88 523
10 89 189
10 91 481
10 93 661
10 95 859
10 97 33
11 0 783
11 1 716
11 3 610
11 4 966
11 6 967
11 8 940
11 9 739
11 12 902
11 13 808
11 18 274
11 19 953
11 21 907
11 23 436
11 24 382
11 25 149
11 27 13
11 28 344
11 34 534
11 35 113
11 36 456
11 38 874
11 39 113
11 40 74
11 42 877
11 43 786
11 44 634
11 46 675
11 47 890
11 48 190
11 51 172
11 52 601
11 55 330
11 56 536
11 58 606
11 59 980
11 61 35
11 62 948
11 63 425
11 66 963
11 68 701
11 70 807
11 71 490
11 73 288
11 74 799
11 75 125
11 76 613
11 77 464
11 80 22
11 81 344
11 82 937
11 84 995
11 85 210
11 86 246
11 87 938
11 88 727
11 89 467
11 90 770
11 91 410
11 94 618
11 98 620
11 99 384
12 1 89
12 2 193
12 5 400
12 8 115
12 9 797
12 10 323
12 11 716
12 13 406
12 15 966
12 17 785
12 19 788
12 21 108
12 23 669
12 24 217
12 25 470
12 28 223
12 29 626
12 31 123
12 36 664
12 38 446
12 39 33
12 42 713
12 43 827
12 44 720
12 45 879
12 47 915
12 51 934
12 52 313
12 54 946
12 57 994
12 58 880
12 59 879
12 60 611
12 64 932
12 65 805
12 66 30
12 67 870
12 72 899
12 73 148
12 74 675
12 75 463
12 77 852
12 78 944
12 83 444
12 84 458
12 86 776
12 87 719
12 88 991
12 89 575
12 90 872
12 91 630
12 92 508
12 93 233
12 96 473
12 97 734
12 99 651
13 5 658
13 6 157
13 7 296
13 8 116
13 9 341
13 13 49
13 14 693
13 18 468
13 20 574
13 22 886
13 24 775
13 25 666
13 26 622
13 27 46
13 28 473
13 30 166
13 32 231
13 35 836
13 36 840
13 37 841
13 38 257
13 39 525
13 40 38
13 43 720
13 45 742
13 46 382
13 47 265
13 50 448
13 51 830
13 52 178
13 53 373
13 54 939
13 55 675
13 56 968
13 58 626
13 59 411
13 61 382
13 62 339
13 64 508
13 65 321
13 71 863
13 73 100
13 76 274
13 78 521
13 79 160
13 80 737
13 88 577
13 89 39
13 90 690
13 91 921
13 92 436
13 93 640
13 95 708
13 97 967
14 0 614
14 6 457
14 7 411
14 8 110
14 9 101
14 11 811
14 12 679
14 13 586
14 15 447
14 16 808
14 20 77
14 21 499
14 22 900
14 24 930
14 25 848
14 26 769
14 27 138
14 31 575
14 34 207
14 35 348
14 36 597
14 37 648
14 38 326
14 39 961
14 40 970
14 41 676
14 42 510
14 46 429
14 48 639
14 50 644
14 51 996
14 52 855
14 53 375
14 54 454
14 55 127
14 56 632
14 57 291
14 58 823
14 59 970
14 60 796
14 62 237
14 68 691
14 69 610
14 70 887
14 72 86
14 73 217
14 74 501
14 75 13
14 76 855
14 77 932
14 78 225
14 79 972
14 80 858
14 81 532
14 84 815
14 85 427
14 86 631
14 87 29
14 89 191
14 91 974
14 94 377
14 97 677
14 98 498
14 99 226
15 0 901
15 1 14
15 4 908
15 5 32
15 7 869
15 8 959
15 10 853
15 15 270
15 16 834
15 18 895
15 19 193
15 21 397
15 22 187
15 23 945
15 25 336
15 26 48
15 30 786
15 31 361
15 34 4
15 38 346
15 40 331
15 43 225
15 44 368
15 47 312
15 48 326
15 49 166
15 50 329
15 51 784
15 52 228
15 55 454
15 56 289
15 59 887
15 61 899
15 62 984
15 64 200
15 65 262
15 66 888
15 67 585
15 68 145
15 70 78
15 72 814
15 74 862
15 75 160
15 76 617
15 77 230
15 80 553
15 81 21
15 82 996
15 83 34
15 84 861
15 88 653
15 90 287
15 94 648
15 95 26
15 97 784
15 98 411
15 99 951
16 0 351
16 2 224
16 3 687
16 4 688
16 8 225
16 10 41
16 12 647
16 16 918
16 17 118
16 18 585
16 19 215
16 20 209
16 21 286
16 28 983
16 29 374
16 30 785
16 32 285
16 34 700
16 35 385
16 38 648
16 41 214
16 47 76
16 49 987
16 50 149
16 54 534
16 56 684
16 57 404
16 60 828
16 61 549
16 62 316
16 63 357
16 65 161
16 66 12
16 68 853
16 69 397
16 70 621
16 71 5
16 73 352
16 76 8
16 77 467
16 78 414
16 80 213
16 81 811
16 82 400
16 83 851
16 85 72
16 87 855
16 89 636
16 92 352
16 93 697
16 94 15
16 95 120
16 96 327
16 97 87
16 98 521
17 0 837
17 1 347
17 3 332
17 4 776
17 5 314
17 8 806
17 9 150
17 10 360
17 11 746
17 14 288
17 16 762
17 17 78
17 18 13
17 19 622
17 20 96
17 22 405
17 26 639
17 27 795
17 29 141
17 33 136
17 35 415
17 36 214
17 38 636
17 39 650
17 40 178
17 41 477
17 42 778
17 47 421
17 52 498
17 54 745
17 55 922
17 56 397
17 59 540
17 61 42
17 63 629
17 64 63
17 66 14
17 68 540
17 70 180
17 72 841
17 75 996
17 76 725
17 77 289
17 79 110
17 81 786
17 83 65
17 85 771
17 86 547
17 87 51
17 89 633
17 91 66
17 92 711
17 93 665
17 94 855
17 95 427
17 96 833
18 0 972
18 1 613
18 2 761
18 3 166
18 4 350
18 5 530
18 6 881
18 12 405
18 13 389
18 14 38
18 15 833
18 16 615
18 18 258
18 20 661
18 21 244
18 22 584
18 24 286
18 26 173
18 28 920
18 29 937
18 30 728
18 31 617
18 32 829
18 33 190
18 35 287
18 36 973
18 37 215
18 38 228
18 40 614
18 41 595
18 43 873
18 44 389
18 45 40
18 47 690
18 48 992
18 52 905
18 53 861
18 54 839
18 55 310
18 57 248
18 58 680
18 59 69
18 61 850
18 70 188
18 71 582
18 74 249
18 75 779
18 78 764
18 79 329
18 80 16
18 82 272
18 83 73
18 84 392
18 85 919
18 86 82
18 87 32
18 88 585
18 89 801
18 90 731
18 93 288
18 94 831
18 95 522
18 96 518
18 97 725
18 98 981
18 99 425
19 1 848
19 3 150
19 5 934
19 8 850
19 11 217
19 13 723
19 14 15
19 15 650
19 19 829
19 20 126
19 21 631
19 23 866
19 25 998
19 27 568
19 28 796
19 30 980
19 32 839
19 33 2
19 34 848
19 35 642
19 37 892
19 39 718
19 43 567
19 44 445
19 47 992
19 48 759
19 49 474
19 50 688
19 51 508
19 53 23
19 54 137
19 55 118
19 56 544
19 57 854
19 58 936
19 59 500
19 60 136
19 61 268
19 62 119
19 65 82
19 66 730
19 67 22
19 71 439
19 72 306
19 73 913
19 74 595
19 75 794
19 78 285
19 79 548
19 81 187
19 84 815
19 85 715
19 86 662
19 87 340
19 88 66
19 89 737
19 90 20
19 91 351
19 93 584
19 95 338
19 96 624
19 97 969
19 98 108
19 99 372
20 1 127
20 2 234
20 3 576
20 4 171
20 6 926
20 8 415
20 9 428
20 10 131
20 11 562
20 12 176
20 14 536
20 15 37
20 16 347
20 17 722
20 18 413
20 19 477
20 22 10
20 23 94
20 24 642
20 25 502
20 26 879
20 27 124
20 29 461
