300 72300
0 0 137
0 1 433
0 2 682
0 4 319
0 5 805
0 6 543
0 7 463
0 8 976
0 9 674
0 11 53
0 12 478
0 13 711
0 15 730
0 16 719
0 18 27
0 19 244
0 20 863
0 21 24
0 22 470
0 23 879
0 24 341
0 25 395
0 26 442
0 27 857
0 28 14
0 29 643
0 31 748
0 32 718
0 33 786
0 34 953
0 35 448
0 36 610
0 37 71
0 38 121
0 40 653
0 41 199
0 42 377
0 43 580
0 44 864
0 45 90
0 46 214
0 47 351
0 48 621
0 49 585
0 50 782
0 51 585
0 52 136
0 53 321
0 55 558
0 56 448
0 58 907
0 59 878
0 60 778
0 61 953
0 65 701
0 67 248
0 68 576
0 70 974
0 71 901
0 72 473
0 73 50
0 77 170
0 78 710
0 79 547
0 80 536
0 81 904
0 82 216
0 83 460
0 84 750
0 85 298
0 86 280
0 88 513
0 89 106
0 90 50
0 91 331
0 92 54
0 93 82
0 94 79
0 96 839
0 97 275
0 98 58
0 99 326
0 101 560
0 102 185
0 103 695
0 104 51
0 105 230
0 107 824
0 108 377
0 110 302
0 111 135
0 112 409
0 114 686
0 115 550
0 116 490
0 117 58
0 118 637
0 119 580
0 120 671
0 121 8
0 122 302
0 123 53
0 124 568
0 125 240
0 126 100
0 130 677
0 131 845
0 132 326
0 133 77
0 134 558
0 135 887
0 138 221
0 139 789
0 140 89
0 141 686
0 143 958
0 145 106
0 146 700
0 147 829
0 148 843
0 150 988
0 152 745
0 153 787
0 154 339
0 156 182
0 158 172
0 159 647
0 160 86
0 161 51
0 162 793
0 163 588
0 164 340
0 165 408
0 166 208
0 167 510
0 169 851
0 171 671
0 172 284
0 173 117
0 174 42
0 175 153
0 176 424
0 180 333
0 182 885
0 183 121
0 184 192
0 185 998
0 189 898
0 190 651
0 191 876
0 192 432
0 193 470
0 194 941
0 195 710
0 196 239
0 197 868
0 198 868
0 199 475
0 200 539
0 201 667
0 202 492
0 203 48
0 204 602
0 207 489
0 210 172
0 211 461
0 212 957
0 213 827
0 217 320
0 218 425
0 219 605
0 220 999
0 221 949
0 222 394
0 223 855
0 224 654
0 225 595
0 227 621
0 228 378
0 229 394
0 230 17
0 232 100
0 233 683
0 234 535
0 236 336
0 237 246
0 240 218
0 241 388
0 242 451
0 243 879
0 244 977
0 245 161
0 246 949
0 247 836
0 248 491
0 249 170
0 250 755
0 251 383
0 252 59
0 253 551
0 254 316
0 255 941
0 256 107
0 257 694
0 258 96
0 260 349
0 261 278
0 262 347
0 263 678
0 264 257
0 267 674
0 268 794
0 269 225
0 270 16
0 271 638
0 273 133
0 274 670
0 275 531
0 276 920
0 277 599
0 278 549
0 279 825
0 280 678
0 281 323
0 282 925
0 283 680
0 285 294
0 286 523
0 288 583
0 289 630
0 290 271
0 291 837
0 292 511
0 293 421
0 294 468
0 296 524
0 297 639
0 298 160
0 299 538
1 0 932
1 1 934
1 2 359
1 4 788
1 5 249
1 6 468
1 7 731
1 8 537
1 9 345
1 10 884
1 11 974
1 15 614
1 16 175
1 17 804
1 18 414
1 19 8
1 20 502
1 21 178
1 22 91
1 23 962
1 24 496
1 25 116
1 26 546
1 27 779
1 28 88
1 30 377
1 31 87
1 32 383
1 34 266
1 35 606
1 36 266
1 37 73
1 38 8
1 40 470
1 41 832
1 42 500
1 43 471
1 44 137
1 45 267
1 46 48
1 49 658
1 50 771
1 51 257
1 53 708
1 54 52
1 55 8
1 56 607
1 57 560
1 58 211
1 59 306
1 60 496
1 62 364
1 63 838
1 64 339
1 65 522
1 66 827
1 67 566
1 68 389
1 69 458
1 70 291
1 71 380
1 72 523
1 74 65
1 75 242
1 76 948
1 77 652
1 78 739
1 79 262
1 80 238
1 82 846
1 83 270
1 84 105
1 85 291
1 86 818
1 87 883
1 88 616
1 89 977
1 90 205
1 91 524
1 92 433
1 93 976
1 94 963
1 96 752
1 97 203
1 98 875
1 99 93
1 101 250
1 102 779
1 103 100
1 104 591
1 106 824
1 107 959
1 108 548
1 110 343
1 111 791
1 112 866
1 113 209
1 114 741
1 115 121
1 116 759
1 119 86
1 120 714
1 121 788
1 122 82
1 123 837
1 124 312
1 125 235
1 127 298
1 128 869
1 129 240
1 130 705
1 131 576
1 132 991
1 133 931
1 134 8
1 135 675
1 136 127
1 137 716
1 138 971
1 139 444
1 140 240
1 141 389
1 142 714
1 143 640
1 144 556
1 145 301
1 146 72
1 150 654
1 151 148
1 152 723
1 153 35
1 154 984
1 155 441
1 156 658
1 157 836
1 158 960
1 159 219
1 160 698
1 161 790
1 162 597
1 163 952
1 164 613
1 166 325
1 167 98
1 168 688
1 169 204
1 170 359
1 172 655
1 173 150
1 174 749
1 175 735
1 176 821
1 179 842
1 180 303
1 181 841
1 182 134
1 183 680
1 184 413
1 185 252
1 186 551
1 187 773
1 188 884
1 190 909
1 191 884
1 195 352
1 196 695
1 197 601
1 199 760
1 200 417
1 201 309
1 202 328
1 203 925
1 204 914
1 205 363
1 206 813
1 207 481
1 208 862
1 209 776
1 210 996
1 211 617
1 212 961
1 214 602
1 215 454
1 216 951
1 218 968
1 221 337
1 222 568
1 223 890
1 224 730
1 226 545
1 227 535
1 228 49
1 229 186
1 230 569
1 231 604
1 232 641
1 233 515
1 234 262
1 235 381
1 236 621
1 238 226
1 239 707
1 241 468
1 242 776
1 243 473
1 244 501
1 245 349
1 246 665
1 247 123
1 249 780
1 251 458
1 254 893
1 255 666
1 256 793
1 258 809
1 259 971
1 260 593
1 261 345
1 262 699
1 263 241
1 264 506
1 265 986
1 266 947
1 267 453
1 268 161
1 269 395
1 270 606
1 272 597
1 274 6
1 275 181
1 277 146
1 280 790
1 281 646
1 282 820
1 283 985
1 284 351
1 285 943
1 286 460
1 287 263
1 288 562
1 289 387
1 290 869
1 291 611
1 292 820
1 293 821
1 294 716
1 295 756
1 298 903
1 299 793
2 0 83
2 1 746
2 3 894
2 4 823
2 5 545
2 6 373
2 7 623
2 9 202
2 11 521
2 12 509
2 13 613
2 15 620
2 16 67
2 17 351
2 18 918
2 20 675
2 21 364
2 22 990
2 24 113
2 25 969
2 26 618
2 27 587
2 28 386
2 29 242
2 31 692
2 33 894
2 34 267
2 35 728
2 36 56
2 37 98
2 38 989
2 39 903
2 41 145
2 42 665
2 43 506
2 45 659
2 46 152
2 47 562
2 49 565
2 50 764
2 51 467
2 52 385
2 53 547
2 54 298
2 55 225
2 57 300
2 58 246
2 59 137
2 60 59
2 61 204
2 62 94
2 64 748
2 65 371
2 66 942
2 67 482
2 68 578
2 69 841
2 70 982
2 71 309
2 72 461
2 73 320
2 75 434
2 77 473
2 80 643
2 81 977
2 83 591
2 84 332
2 85 368
2 87 975
2 88 849
2 90 590
2 94 353
2 95 979
2 96 823
2 97 687
2 98 38
2 100 883
2 101 748
2 102 485
2 104 850
2 105 670
2 106 730
2 107 275
2 108 247
2 109 861
2 110 364
2 111 44
2 112 352
2 114 765
2 116 500
2 117 988
2 118 117
2 119 421
2 120 244
2 121 800
2 122 927
2 124 717
2 125 996
2 126 34
2 127 630
2 128 870
2 129 149
2 130 301
2 132 284
2 133 362
2 134 404
2 135 176
2 136 961
2 137 16
2 138 571
2 139 371
2 140 994
2 141 182
2 142 401
2 143 653
2 144 289
2 145 499
2 146 547
2 147 223
2 148 686
2 149 5
2 150 516
2 151 25
2 153 823
2 154 432
2 155 825
2 156 829
2 158 902
2 160 500
2 161 205
2 162 455
2 163 28
2 165 158
2 166 423
2 168 513
2 169 433
2 170 13
2 172 835
2 173 954
2 174 552
2 175 869
2 176 446
2 177 462
2 178 698
2 179 716
2 180 589
2 181 909
2 182 845
2 183 682
2 184 138
2 185 626
2 186 204
2 187 553
2 188 449
2 189 982
2 190 683
2 191 109
2 192 532
2 193 606
2 194 314
2 195 824
2 196 179
2 197 25
2 198 776
2 200 568
2 201 675
2 203 324
2 204 111
2 205 938
2 206 760
2 207 280
2 208 19
2 209 552
2 210 405
2 211 967
2 212 665
2 214 202
2 215 375
2 216 875
2 217 646
2 218 595
2 219 458
2 220 175
2 221 372
2 223 640
2 224 505
2 226 989
2 227 91
2 228 715
2 231 214
2 232 5
2 234 527
2 235 415
2 236 372
2 237 740
2 238 380
2 239 423
2 240 215
2 242 207
2 243 155
2 244 523
2 245 278
2 246 671
2 247 413
2 250 778
2 252 470
2 253 163
2 254 444
2 257 311
2 258 819
2 261 33
2 262 21
2 263 618
2 264 263
2 265 328
2 266 327
2 267 331
2 268 668
2 269 526
2 270 9
2 271 600
2 272 679
2 273 45
2 274 499
2 275 446
2 276 800
2 277 863
2 278 637
2 279 945
2 280 977
2 281 635
2 284 314
2 285 445
2 286 189
2 287 36
2 288 103
2 289 354
2 290 209
2 291 236
2 292 660
2 294 749
2 295 500
2 296 458
2 297 413
2 298 202
3 0 244
3 1 525
3 2 901
3 4 62
3 5 298
3 6 9
3 7 153
3 8 163
3 9 26
3 10 941
3 11 769
3 13 688
3 14 328
3 15 747
3 16 188
3 17 733
3 18 876
3 19 360
3 20 648
3 21 168
3 22 869
3 23 180
3 24 538
3 25 2
3 27 643
3 28 355
3 30 737
3 31 208
3 32 957
3 33 919
3 34 923
3 36 151
3 37 975
3 38 406
3 40 764
3 42 155
3 43 737
3 44 207
3 45 586
3 46 332
3 49 368
3 50 234
3 51 307
3 53 442
3 54 370
3 55 204
3 56 289
3 57 196
3 58 366
3 59 746
3 60 728
3 61 171
3 64 459
3 66 271
3 67 774
3 69 854
3 70 617
3 71 802
3 72 497
3 73 141
3 75 657
3 76 707
3 77 929
3 78 182
3 80 378
3 81 595
3 82 867
3 83 108
3 84 856
3 85 157
3 86 147
3 87 852
3 88 225
3 90 654
3 92 446
3 93 927
3 94 411
3 96 802
3 97 721
3 98 151
3 100 22
3 101 799
3 102 609
3 105 648
3 106 218
3 108 841
3 109 692
3 110 507
3 112 962
3 113 767
3 114 268
3 115 83
3 116 479
3 118 135
3 119 602
3 120 603
3 121 775
3 123 113
3 124 239
3 125 325
3 126 780
3 127 648
3 129 197
3 131 855
3 132 811
3 134 380
3 136 590
3 137 567
3 138 886
3 139 211
3 140 878
3 141 38
3 142 773
3 144 127
3 146 538
3 147 626
3 148 806
3 149 977
3 150 812
3 153 984
3 154 803
3 155 790
3 157 813
3 159 814
3 160 129
3 161 335
3 162 424
3 163 58
3 164 995
3 165 501
3 166 735
