200 200
1 98 466
3 193 912
4 188 374
6 132 553
7 192 69
8 182 258
10 4 230
10 156 627
11 102 422
11 195 788
12 49 644
12 97 232
13 16 614
13 110 999
13 156 927
15 36 315
16 178 71
18 130 200
19 78 579
19 86 310
20 17 580
20 31 340
20 99 703
20 157 528
20 183 737
21 70 442
21 122 210
22 142 910
23 55 160
23 83 652
25 56 167
25 108 999
25 176 259
26 63 371
27 154 524
28 111 854
29 57 972
29 136 693
31 179 733
33 130 838
34 106 373
35 28 960
35 133 323
36 187 102
37 183 441
38 71 331
38 166 529
38 168 917
39 22 42
39 78 288
40 5 969
40 107 363
42 54 159
43 175 361
45 124 460
47 6 670
49 121 899
49 180 469
54 7 431
56 132 383
56 147 173
57 83 27
57 90 203
57 129 504
57 182 705
58 17 905
60 157 710
62 78 987
62 163 213
65 108 582
65 192 341
66 1 906
67 92 500
68 118 253
68 153 835
68 167 572
69 53 691
69 189 767
70 89 140
71 50 496
71 104 177
71 171 738
72 49 218
72 106 55
74 2 349
75 77 769
75 119 591
75 154 883
76 107 205
78 176 58
79 63 284
79 148 390
80 28 2
80 162 795
80 180 623
82 0 281
82 97 918
82 166 901
84 111 872
86 90 33
86 100 751
86 169 530
87 121 979
88 86 284
91 193 975
93 34 640
94 120 27
95 68 76
95 176 852
95 184 372
96 106 56
97 109 52
98 158 751
103 51 55
104 23 950
104 59 959
106 13 877
106 70 289
106 99 282
107 75 463
107 118 190
107 163 330
110 107 931
111 26 612
112 148 744
113 196 184
114 52 261
114 137 974
115 57 383
117 78 46
119 86 939
120 22 20
122 79 129
124 136 527
125 66 881
127 156 263
129 35 509
129 103 200
129 122 309
132 105 216
132 116 186
133 39 355
135 148 712
136 68 469
137 117 562
139 92 901
139 170 664
140 90 180
142 69 605
142 136 545
142 144 710
142 188 697
143 115 489
145 13 396
146 75 877
146 110 468
146 112 32
146 192 497
148 191 466
149 55 29
149 102 835
150 88 227
150 121 892
150 146 611
151 91 276
153 4 622
153 12 994
154 191 917
155 101 773
156 62 967
156 112 396
156 174 404
158 81 798
158 102 521
159 190 648
160 138 799
160 139 865
162 165 402
164 72 540
166 100 710
167 121 416
170 100 460
173 176 209
175 174 307
175 189 20
177 91 197
177 116 357
178 35 248
178 62 595
180 131 272
181 124 656
181 158 323
182 16 588
182 93 595
184 14 43
184 42 167
184 95 993
185 26 707
185 185 503
188 88 424
