400 64400
0 3 328
0 12 629
0 13 781
0 17 812
0 19 979
0 20 359
0 22 331
0 25 501
0 32 373
0 36 490
0 37 490
0 38 448
0 43 802
0 46 467
0 48 826
0 50 202
0 51 989
0 52 798
0 54 385
0 55 543
0 56 4
0 62 336
0 65 470
0 66 780
0 69 975
0 70 901
0 71 442
0 72 67
0 75 604
0 78 762
0 81 17
0 82 846
0 88 583
0 90 110
0 91 234
0 95 363
0 101 168
0 105 187
0 109 670
0 111 154
0 115 466
0 116 571
0 118 623
0 121 79
0 122 828
0 125 370
0 126 233
0 128 274
0 129 362
0 131 772
0 133 927
0 135 393
0 140 307
0 141 916
0 142 945
0 145 973
0 149 911
0 150 443
0 154 370
0 156 576
0 157 680
0 160 749
0 163 20
0 167 674
0 170 988
0 171 717
0 172 253
0 173 313
0 177 873
0 179 5
0 182 516
0 186 729
0 187 421
0 191 221
0 192 540
0 195 402
0 196 910
0 198 147
0 199 902
0 200 710
0 202 753
0 207 529
0 209 530
0 210 526
0 214 634
0 216 332
0 217 871
0 219 658
0 223 14
0 225 663
0 228 106
0 233 184
0 237 135
0 241 979
0 245 95
0 247 375
0 248 651
0 249 827
0 250 847
0 253 726
0 260 163
0 261 818
0 262 529
0 263 462
0 267 922
0 269 441
0 273 540
0 274 110
0 276 858
0 280 631
0 281 53
0 282 53
0 283 326
0 286 917
0 287 8
0 288 286
0 289 19
0 291 599
0 292 797
0 293 536
0 298 703
0 301 328
0 303 199
0 305 718
0 307 6
0 311 557
0 312 13
0 317 808
0 319 165
0 320 720
0 328 15
0 329 38
0 332 751
0 333 464
0 335 992
0 336 157
0 339 978
0 342 520
0 347 195
0 348 972
0 349 993
0 352 903
0 353 374
0 354 315
0 357 380
0 359 297
0 360 11
0 361 548
0 362 4
0 365 141
0 366 610
0 367 601
0 369 195
0 372 211
0 376 349
0 377 300
0 378 251
0 386 312
0 387 438
0 391 386
0 397 537
1 7 27
1 9 349
1 16 325
1 17 306
1 19 289
1 21 168
1 22 86
1 23 94
1 24 290
1 25 134
1 30 154
1 32 288
1 33 414
1 35 711
1 38 267
1 40 839
1 41 975
1 45 891
1 47 174
1 50 776
1 52 149
1 53 894
1 54 843
1 55 404
1 60 537
1 62 663
1 64 701
1 65 163
1 67 780
1 72 471
1 73 391
1 75 290
1 76 971
1 77 164
1 78 862
1 79 884
1 85 576
1 94 519
1 96 236
1 105 405
1 107 620
1 110 858
1 114 856
1 116 42
1 117 905
1 118 821
1 121 672
1 123 42
1 124 96
